IMDbID,MovieName,MovieReleaseDate,MovieBoxOfficeRevenue,MovieRuntime,MovieLanguages,MovieCountries,PlotSummaries,averageRating,genres_x,Category,overall_sentiment_x,most_frequent_emotion_x,overall_sentiment_y,most_frequent_emotion_y,overall_sentiment,most_frequent_emotion,adult,belongs_to_collection,budget,genres_y,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,genres,decade,Query
tt0076845,Twilight's Last Gleaming,1977,,146.0,English,United States of America,"After escaping from a military prison, rogue Air Force general Lawrence Dell  and accomplices Powell and Garvas infiltrate an ICBM complex and gain launch control over its nine nuclear missiles. They then make direct contact with the US government  and demand both ten million dollars ransom and, more importantly, that the President  go on national television and make public the contents of a top-secret document. The document, which is unknown to the current president but not to certain members of his cabinet, contains conclusive proof that the US government knew there was no realistic hope of winning the Vietnam War but continued fighting it for the sole purpose of demonstrating to the Soviet Union their unwavering commitment to defeating communism. While the President and his Cabinet debate the practical, personal, and ethical aspects of agreeing to these demands, they also authorize the military to send an elite team led by General MacKenzie  to penetrate the ICBM complex and incinerate its command center with a low-yield tactical nuclear device. When this attempt is discovered, the hostage-takers respond by initiating a missile launch. As the military and President Stevens watch the underground missile silo launch covers begin to open, they agree to call off the attempt and the launch is aborted. Eventually the President agrees to meet the demands, which include allowing himself to be taken hostage and used as a human shield while Dell and his team make their escape from the complex. As the president leaves the White House he asks the Secretary of Defense to release the document should he be killed in the process. US Air Force snipers kill the general but also shoot the President, who with his dying breath asks the Secretary of Defense if he will release the document. The Secretary can not bring himself to answer.",6.7,"Drama,Thriller",Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,0,"[{'id': 53, 'name': 'Thriller'}]",,75938,tt0076845,en,Twilight's Last Gleaming,"A renegade USAF general, Lawrence Dell, escapes from a military prison and takes over an ICBM silo near Montana and threatens to provoke World War 3 unless the President reveals details of a secret meeting held just after the start of the Vietnam War between Dell and the then President's most trusted advisors.",0.520752,/vYgjktljhtB7H4jrAdem6k9sXfF.jpg,"[{'name': 'Lorimar Productions', 'id': 898}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'Bavaria Atelier', 'id': 2328}, {'name': 'Geria Productions', 'id': 11333}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-02-09,0.0,146.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"We have invaded Silo 3. We are prepared to launch nine nuclear missiles. We demand ten million dollars, Air Force One... and you, Mr President.",Twilight's Last Gleaming,False,5.9,8.0,Thriller,1970,Cold War
tt0436971,Why We Fight,2005,,98.0,English,United States of America,"Why We Fight describes the rise and maintenance of the United States military–industrial complex and its 50-year involvement with the wars led by the United States to date, especially its 2003 Invasion of Iraq. The documentary asserts that in every decade since World War II, the American public was misled so that the government  could take them to war and fuel the military-industrial economy maintaining American political dominance in the world. Interviewed about this matter, are politician John McCain, political scientist and former CIA analyst Chalmers Johnson, politician Richard Perle, neoconservative commentator William Kristol, writer Gore Vidal, and public policy expert Joseph Cirincione. Why We Fight documents the consequences of said foreign policy with the stories of a Vietnam War veteran whose son was killed in the September 11, 2001 attacks, and who then asked the military to write the name of his dead son on any bomb to be dropped in Iraq; and that of a 23-year-old New Yorker who enlists in the United States Army because he was poor and in debt, his decision impelled by his mother's death; and a female military explosives scientist  who arrived in the U.S. as a refugee child from Vietnam in 1975.",8.0,"Documentary,History,War",Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://www.sonyclassics.com/whywefight,14286,tt0436971,en,Why We Fight,Is American foreign policy dominated by the idea of military supremacy? Has the military become too important in American life? Jarecki's shrewd and intelligent polemic would seem to give an affirmative answer to each of these questions.,6.908381,/kfOmnlwt1rrhxmxc05X3i9mHSOs.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-01-01,0.0,98.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,It Is Nowhere Written That The American Empire Goes On Forever,Why We Fight,False,7.8,33.0,"Documentary,Drama,History",2000,Cold War
tt0114787,Underground,1995,171082.0,170.0,French,Serbia and Montenegro,"{{Plot|datePart One: War19411944Part Two: Cold War1961 Part Three: War  1992  The final section, set in 1992 at the height of the Yugoslav wars, sees Blacky as an embittered yet still patriotic warlord; he inadvertently orders the execution of Marko and Natalija who are still making a living as war profiteers, running guns for the various factions. In a surreal ending, all friends and family, living and dead, are reunited at Jovan’s wedding, where Ivan  ends the film with a closing monologue.",8.1,"Comedy,Drama,Fantasy",Socio-Political,POSITIVE,anger,POSITIVE,anger,POSITIVE,anger,False,,14000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,11902,tt0114787,sr,Podzemlje,"Black marketeers Marko (Miki Manojlovic) and Blacky (Lazar Ristovski) manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",14.587894,/bnrLsunhGI5FO316sSThtAHikdV.jpg,"[{'name': 'Komuna', 'id': 653}, {'name': 'Barrandov Studios', 'id': 6242}]","[{'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1995-04-11,0.0,170.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,,Underground,False,7.5,143.0,"War,Drama,Comedy",1990,Cold War
tt0036055,Jitterbugs,1943,,74.0,English,United States of America,"The plot involves the team as a travelling two-man band selling ""gas pills"" in gas-short, wartime America.",6.2,"Comedy,Musical",Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,71098,tt0036055,en,Jitterbugs,"The two-man Laurel and Hardy Zoot Suit Band find themselves fronting a scam for ""gasolene pills"" in wartime oil-short America. They are however soon on the side of the angels helping recover $10,000 for an attractive young lady whose family have themselves been swindled.",0.903358,/i4U9cpeLp7ZgKJORhoPJXubeKsh.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-06-05,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Rumored,This is that movie about those people.,Jitterbugs,False,5.6,6.0,Comedy,1940,Cold War
tt0146309,Thirteen Days,2000,66579890.0,145.0,Russian,United States of America,"In October 1962, U-2 surveillance photos reveal that the Soviet Union is in the process of placing missiles carrying nuclear weapons in Cuba. These weapons have the capability of wiping out most of the Eastern and Southern United States in minutes if they become operational. President John F. Kennedy  and his advisers must come up with a plan of action to prevent their activation. Kennedy is determined to show that the United States will not allow a missile threat in its virtual back yard. The Joint Chiefs of Staff advise immediate U.S. military strikes against the missile sites followed by an invasion of Cuba. However, Kennedy is reluctant to attack and invade because it would very likely cause the Soviets to invade Berlin. Citing The Guns of August, Kennedy sees an analogy to the events that started World War I, where the tactics of both sides commanders had not evolved since the previous war and were obsolete, only this time nuclear weapons are involved. War appears to be almost inevitable. The Kennedy administration tries to find a solution that will remove the missiles but avoid an act of war. They settle on a step less than a blockade, which is formally regarded as an act of war. They settle on what they publicly describe as a quarantine. They announce that the U.S. Naval forces will stop all ships entering Cuban waters and inspect them to verify they are not carrying weapons destined for Cuba. The Soviet Union sends mixed messages in response. John A. Scali, a reporter with ABC News, is contacted by Soviet ""emissary"" Aleksandr Fomin , and through this back-channel communication method the Soviets offer to remove the missiles in exchange for public assurances from the U.S. that it will never invade Cuba. A long message in the same tone as the informal communication from Fomin, apparently written personally by Soviet Premier Nikita Khrushchev, is received. This is followed by a second, more hard line cable in which the Soviets offer a deal involving U.S removal of its Jupiter missiles from Turkey. The Kennedy administration interprets the second as a response from the Politburo, and in a risky act, decides to ignore it and respond to the first message, assumed to be from Khrushchev. There are several mis-steps during the crisis: the defense readiness level of Strategic Air Command  is raised to DEFCON 2 , without informing the President; a nuclear weapon test proceeds  and a routine test launch of a U.S. offensive missile is also carried out without the President's knowledge. After much deliberation with the Executive Committee of the National Security Council, Kennedy secretly agrees to remove all Jupiter missiles from southern Italy and in Turkey, the latter on the border of the Soviet Union, in exchange for Khrushchev removing all missiles in Cuba. Off the shores of Cuba, the Soviet ships turn back from the quarantine lines. Secretary of State Dean Rusk  says, ""We're eyeball to eyeball and I think the other fellow just blinked.""",7.3,"Drama,History,Thriller",Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,11973,tt0146309,en,Thirteen Days,"Dramatisation of the Cuban Missile Crisis, the nuclear standoff with the USSR sparked by the discovery by the Americans of missle bases established on the Soviet allied island of Cuba. Shown from the perspective of the US President, John F Kennedy, his staff and advisors.",10.204559,/37yRUulECxF96eIok4ZXB8nRJ11.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tig Productions', 'id': 335}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-12-24,34566746.0,145.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,You'll never believe how close we came,Thirteen Days,False,6.9,192.0,"Drama,Thriller",2000,Cold War
tt0112740,Crimson Tide,1995,157387195.0,123.0,English,United States of America,"In post-Soviet Russia, military units loyal to Radchenko, an ultranationalist, have taken control of a nuclear missile installation and are threatening nuclear war if either the American or the Russian government attempts to confront him. A U.S. Navy nuclear submarine, the USS Alabama, is assigned a patrol mission, to be available to launch its missiles in a preemptive strike if Radchenko attempts to fuel his missiles. Captain Frank Ramsey  is the commanding officer of the sub, and one of the few commanders left in the Navy with any combat experience. He chooses as his new executive officer  Lieutenant Commander Ron Hunter , who has an extensive education in military history and tactics, but no combat experience. During their initial days at sea, tensions between Ramsey and Hunter become apparent due to a clash of personalities: Hunter's more analytical, cautious approach, as opposed to Ramsey's more impulsive and intuitive approach. The Alabama eventually receives an Emergency Action Message, ordering the launch of ten of its missiles against the Russian nuclear installation, based on satellite information that the Russians' missiles are being fueled. Before the Alabama can launch, a second message arrives but is cut off by the attack of a Russian submarine loyal to Radchenko. The radio is damaged in the attack and is unable to decode the second message. With the last confirmed order being to launch, Captain Ramsey decides to proceed. Hunter refuses to concur as is procedurally required, because he believes the partial second message may be a retraction. Hunter argues that the Alabama is not the only American submarine in the area, and if the order is not retracted, other submarines will launch their missiles. Ramsey argues that the other American submarines may have been destroyed. When Hunter refuses to consent, Ramsey tries to relieve him of duty and replace him with a different officer. Instead, Hunter orders the arrest of Ramsey for attempting to circumvent protocol. The crew's loyalty is divided between Hunter and Ramsey. A mutiny ensues and command of the Alabama changes hands, with Ramsey retaking the bridge and Hunter then getting support from the weapons officer in the missile control room, further delaying the launch. Other crew members try to repair the radio while the battle for command continues. Eventually, Ramsey gains control of the entire ship, but with the radio team reporting they are near success, agrees to a compromise; they will wait until the deadline to see if the radio can be repaired. After several tense minutes, communications are restored and they finally see the full message from the second transmission. It is a retraction ordering that the missile launch be aborted, because Radchenko's rebellion has been quelled. After returning to base, Ramsey and Hunter are put before a naval tribunal to answer for their actions. The tribunal concludes that both men were simultaneously right and wrong, so Hunter's mutiny was lawfully justified. Unofficially, the tribunal chastises both men for failing to resolve the issues between them. Thanks to Ramsey's personal recommendation, the tribunal agrees to grant Hunter his own command while Ramsey opts for early retirement. Both men then reconcile their differences and part ways.",7.3,"Action,Drama,Thriller",Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,53000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,8963,tt0112740,en,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.657365,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-12,157387195.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Danger runs deep.,Crimson Tide,False,7.0,508.0,"Action,Thriller,Drama",1990,Cold War
tt0036423,Nazty Nuisance,1943,,43.0,English,United States of America,"Germany's Adolf Hitler, with his Axis stooges, Italy's Benito Mussolini and Japan's Suki Yama, although he tried to avoid taking them, is on his way, via submarine, to a tropical country to negotiate a treaty with the High Chief Paj Mab. However, an American PT boat crew is already there and have some plans for schickenbit-grubber  and his buddies.",4.5,"Action,Adventure,Comedy",Non Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",,100814,tt0036423,en,Nazty Nuisance,"Germany's Adolf Hitler, with his Axis-stooges, Italy's Mussolini and Japan's Suki Yama, although he tried to avoid taking them, is on his way, via submarine, to a tropical country to negotiate a treaty with the High Chief Paj Mab. However, an American P.T-boat crew is already there and have some plans for schickenbit-grubber and his buddies.",0.268708,/bXd8AoyubMvjp4z9f0Rk8rxW5nD.jpg,"[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-08-06,0.0,43.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,GET READY FOR ROARS! THEY'RE GOING TO DROP HITLER ON BERLIN...When Hal Roach Presents,Nazty Nuisance,False,1.0,1.0,"Action,Adventure,War",1940,Cold War
tt0499484,The Genius Club,2006,,111.0,English,United States of America,"On Christmas Eve, Armand , a terrorist who has a hidden nuclear device in Washington D.C., forces the president of the United States government  to round up seven geniuses with IQs over 200. The group consists of a casino owner , a biochemist , a pro-baseball player , a seminary student , an economics professor, a painter , and a pizza delivery guy . The government is to place them in a bomb shelter and explain to the group that they are to solve the world's problems in one night; if they fail to gather a thousand point till the morning, the terrorist will detonate the hidden nuclear device planted in the basement of the 'genius lair'.",5.7,"Drama,Thriller",Non Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,,0,"[{'id': 53, 'name': 'Thriller'}]",,35724,tt0499484,en,The Genius Club,"Seven geniuses, with IQs over 200, are plucked from their lives on Christmas Eve to try to solve the world's problems in one night",0.157721,/hTMqbcbzJqKdnCpySwsVYtF6w3h.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-01-01,0.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Solve it.,The Genius Club,False,2.5,2.0,Thriller,2000,Cold War
tt0111579,Burnt by the Sun,1994,,152.0,French,France,"The Soviet Union, summer 1936. Comdiv Sergei Petrovich Kotov, his wife Maroussia , and their young daughter Nadia are relaxing in a banya, when they are suddenly interrupted. A peasant from the local collective farm explains that the Soviet Army's tanks are about to crush the wheat harvest as part of general maneuvers. Although annoyed to be bothered during his vacation, Kotov rides on horseback to where the tank crews are confronting outraged peasants. At first, a tank officer is angry that Kotov curses him out. When the older man borrows a Soviet officer's cap, the tank crews realize they are addressing a senior Old Bolshevik and legendary hero of the Russian Civil War. Taking the radio receiver, Kotov speaks directly to Marshal Mikhail Tukhachevsky. As the tank crews listen in admiration, Kotov familiarly addresses the Marshal as ""Misha"" and persuades him to hold maneuvers elsewhere. Maroussia teases her husband for being ""coarse."" Nadia does not agree, and the happy family returns to their country dacha. There, they join Maroussia's relatives, a large and eccentric family of Chekhovian aristocrats. Into the pastoral setting comes Mitya , an ex-nobleman and veteran of the anti-communist White Army. He was Maroussia's fiance before disappearing in 1923. Joyfully embraced by the family, he is introduced to Nadia as ""Uncle Mitya."" Maroussia is left feeling deeply conflicted, as she had suffered deeply when he left without explanation. Despite his personable nature, Mitya appears to have returned with a secret agenda, as he works for the Soviet political police, or NKVD. He has arrived to arrest Kotov for a non-existent conspiracy. It is revenge, as Kotov had conscripted Mitya into the CHEKA, the predecessor of the NKVD. Mitya detests Kotov, whom he blames for causing him to lose Maroussia, his love for Russia, faith, and his profession as a pianist. Kotov remarks on Mitya's activities in Paris, where he fingered eight White Army generals to the NKVD. All were kidnapped, smuggled to the Soviet Union, and shot without trial. Kotov says Mitya is ""a whore"" whose loyalties were ""bought."" Believing Mitya's plans to arrest him are a personal vendetta, Kotov boasts of his personal popularity and close relationship with Stalin. Mitya vows to repeat these words at the Lubyanka prison — after Kotov has been forced to confess to false charges of espionage, treason, and plotting to murder Stalin. The men come to blows but when young Nadia returns, they again pretend to be friends. A black car carrying NKVD agents arrives for the arrest of Kotov. A group of Young Pioneer children arrives at the dacha to pay tribute to Kotov as a hero of the Revolution and the Civil War. In a deeply ironic moment, Kotov leads them all in an oath of loyalty to Joseph Stalin and the Communist Party of the Soviet Union as Mitya looks on. Moments later, Mitya summons Kotov to the car. Continuing the charade, Mitya and Kotov allow Nadya to ride part of the way with them. After kissing her father and Mitya goodbye, she walks down the road toward home. Maintaining his military coolness, Kotov coldly vows to telephone Stalin and destroy the careers of those who have arrested him. However, the NKVD agents find the road blocked by the truck of a peasant who has gotten lost. When Kotov tries to leave the car to give the peasant directions, the NKVD agents batter him and shackle his hands. Certain that the peasant was sent to rescue Kotov, the agents summarily execute the horrified peasant on the spot. As the car drives past the peasant's body, Kotov realizes in horror who has really ordered his arrest. With his Communist ideals shattered, Kotov sobs inconsolably. Meanwhile, Mitya looks on unmoved. The car drives on until a massive poster of Joseph Stalin shields it from view. Mitya is then seen bleeding to death in a bathtub, having slashed his wrists. He whistles the suicide tango, To ostatnia niedziela , until his song ceases. As Nadia skips home across a field, a postscript appears on the screen: Comdiv Sergei Petrovich Kotov ""confessed"" to all charges and was shot in August 1936. Maroussia was arrested and died in the Gulag in 1940. Although arrested with her mother, Nadia lived to see all three sentences overturned during the Khrushchev thaw. Having inherited her mother's musical gifts, Nadia Kotova works as a teacher in Kazakhstan. In the English release, the postscript ends with the words, ""This film is dedicated to all who were burnt by the sun of the Revolution.""",7.8,"Drama,War",Socio-Political,NEGATIVE,anger,NEGATIVE,anger,NEGATIVE,anger,False,"{'id': 23170, 'name': 'Burnt by the Sun Trilogy', 'poster_path': '/prqpHdXvfzz8uYwGPaHj62XfJ1H.jpg', 'backdrop_path': '/h062iMfHieuKdeujaSZBmdYlgRw.jpg'}",2800000,"[{'id': 18, 'name': 'Drama'}]",,50797,tt0111579,ru,Утомлённые солнцем,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...",2.486073,/e7bE9BiLyKaZtNF3Q2ro8gVCEQA.jpg,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Studio Trite', 'id': 6453}, {'name': 'Caméra One', 'id': 6454}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",1994-05-01,2616503.0,135.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,A moving and poignant story set against the corrupt politics of the Stalinist era.,Burnt by the Sun,False,6.7,35.0,Drama,1990,Cold War
tt0101606,Company Business,1991,,97.0,English,United States of America,"The film follows the exploits of Sam Boyd , a former operative for the CIA who is reactivated to escort Pyotr Ivanovich Grushenko , a captured KGB mole, to a prisoner exchange in recently reunited Berlin. The exchange is actually a cover for a CIA plot to use drug cartel money to buy back Benjamin Sobel ([[Bob Sherman , a U-2 pilot who was shot down over the Soviet Union during the 1960s. The exchange goes wrong after Boyd recognizes the supposedly imprisoned Sobel as a man he saw two days before at Dulles Airport, and is subsequently told by Grushenko that it really is Sobel, who is now a KGB agent. The two agents are forced to go on the run from both Boyd's own Company superiors  and the head of the KGB , who all wish to see the exchange completed for reasons that are both obvious and not so obvious. Their only hope may lie in Natasha Grimaud , a mysterious French beauty from Grushenko's past.",5.6,"Action,Comedy,Crime",Non Socio-Political,NEGATIVE,fear,NEGATIVE,fear,NEGATIVE,fear,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,32074,tt0101606,en,Company Business,"An aging agent is called back by ""the Company"" to run a hostage trade of a Soviet spy for an American agent.",1.228145,/mEFLQpiC1BqhLFYvs62zmWcKk6T.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-09-06,1501785.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't judge a man by the company that keeps him!,Company Business,False,5.2,9.0,"Action,Thriller",1990,Cold War
